cve/data_type,cve/data_format,cve/data_version,cve/CVE_data_meta/ID,cve/CVE_data_meta/ASSIGNER,cve/references/reference_data/0/url,cve/references/reference_data/0/name,cve/references/reference_data/0/refsource,cve/references/reference_data/1/url,cve/references/reference_data/1/name,cve/references/reference_data/1/refsource,cve/description/0/description_data/0/lang,cve/description/0/description_data/0/value,configurations/CVE_data_version,publishedDate,lastModifiedDate,cve/references/reference_data/2/url,cve/references/reference_data/2/name,cve/references/reference_data/2/refsource,cve/references/reference_data/3/url,cve/references/reference_data/3/name,cve/references/reference_data/3/refsource,cve/references/reference_data/0/tags/0,cve/references/reference_data/1/tags/0,cve/problemtype/problemtype_data/0/description/0/lang,cve/problemtype/problemtype_data/0/description/0/value,cve/problemtype/problemtype_data/0/description/1/lang,cve/problemtype/problemtype_data/0/description/1/value,cve/references/reference_data/4/url,cve/references/reference_data/4/name,cve/references/reference_data/4/refsource,cve/references/reference_data/5/url,cve/references/reference_data/5/name,cve/references/reference_data/5/refsource,cve/references/reference_data/0/tags/1,configurations/nodes/0/operator,configurations/nodes/0/cpe_match/0/vulnerable,configurations/nodes/0/cpe_match/0/cpe23Uri,impact/baseMetricV3/cvssV3/version,impact/baseMetricV3/cvssV3/vectorString,impact/baseMetricV3/cvssV3/attackVector,impact/baseMetricV3/cvssV3/attackComplexity,impact/baseMetricV3/cvssV3/privilegesRequired,impact/baseMetricV3/cvssV3/userInteraction,impact/baseMetricV3/cvssV3/scope,impact/baseMetricV3/cvssV3/confidentialityImpact,impact/baseMetricV3/cvssV3/integrityImpact,impact/baseMetricV3/cvssV3/availabilityImpact,impact/baseMetricV3/cvssV3/baseScore,impact/baseMetricV3/cvssV3/baseSeverity,impact/baseMetricV3/exploitabilityScore,impact/baseMetricV3/impactScore,impact/baseMetricV2/cvssV2/version,impact/baseMetricV2/cvssV2/vectorString,impact/baseMetricV2/cvssV2/accessVector,impact/baseMetricV2/cvssV2/accessComplexity,impact/baseMetricV2/cvssV2/authentication,impact/baseMetricV2/cvssV2/confidentialityImpact,impact/baseMetricV2/cvssV2/integrityImpact,impact/baseMetricV2/cvssV2/availabilityImpact,impact/baseMetricV2/cvssV2/baseScore,impact/baseMetricV2/severity,impact/baseMetricV2/exploitabilityScore,impact/baseMetricV2/impactScore,impact/baseMetricV2/acInsufInfo,impact/baseMetricV2/obtainAllPrivilege,impact/baseMetricV2/obtainUserPrivilege,impact/baseMetricV2/obtainOtherPrivilege,impact/baseMetricV2/userInteractionRequired,cve/references/reference_data/0/tags/2,cve/references/reference_data/1/tags/1,cve/references/reference_data/2/tags/0,cve/references/reference_data/2/tags/1,configurations/nodes/0/cpe_match/0/versionEndIncluding
CVE,MITRE,4.0,CVE-2021-37216,cve@cert.org.tw,https://www.twcert.org.tw/tw/cp-132-4962-44cd2-1.html,https://www.twcert.org.tw/tw/cp-132-4962-44cd2-1.html,MISC,,,,en,QSAN Storage Manager header page parameters does not filter special characters. Remote attackers can inject JavaScript without logging in and launch reflected XSS attacks to access and modify specific data.,4.0,2021-08-02T12:15Z,2021-08-02T15:06Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37165,cve@mitre.org,https://www.armis.com/PwnedPiper,https://www.armis.com/PwnedPiper,MISC,https://www.swisslog-healthcare.com,https://www.swisslog-healthcare.com,MISC,en,"A buffer overflow issue was discovered in HMI3 Control Panel in Swisslog Healthcare Nexus Panel operated by released versions of software before Nexus Software 7.2.5.7. When a message is sent to the HMI TCP socket, it is forwarded to the hmiProcessMsg function through the pendingQ, and may lead to remote code execution.",4.0,2021-08-02T11:15Z,2021-08-02T13:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-34575,info@cert.vde.com,https://cert.vde.com/de-de/advisories/vde-2021-030,https://cert.vde.com/de-de/advisories/vde-2021-030,CONFIRM,,,,en,"In MB connect line mymbCONNECT24, mbCONNECT24 in versions <= 2.8.0 an unauthenticated user can enumerate valid users by checking what kind of response the server sends.",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-34574,info@cert.vde.com,https://cert.vde.com/de-de/advisories/vde-2021-030,https://cert.vde.com/de-de/advisories/vde-2021-030,CONFIRM,,,,en,"In MB connect line mymbCONNECT24, mbCONNECT24 in versions <= 2.8.0 an authenticated attacker can change the password of his account into a new password that violates the password policy by intercepting and modifying the request that is send to the server.",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-33527,info@cert.vde.com,https://cert.vde.com/de-de/advisories/vde-2021-017,https://cert.vde.com/de-de/advisories/vde-2021-017,CONFIRM,,,,en,In MB connect line mbDIALUP versions <= 3.9R0.0 a low privileged local attacker can send a command to the service running with NT AUTHORITY\SYSTEM that won't be validated correctly and allows for an arbitrary code execution with the privileges of the service.,4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-33526,info@cert.vde.com,https://cert.vde.com/de-de/advisories/vde-2021-017,https://cert.vde.com/de-de/advisories/vde-2021-017,CONFIRM,,,,en,In MB connect line mbDIALUP versions <= 3.9R0.0 a low privileged local attacker can send a command to the service running with NT AUTHORITY\SYSTEM instructing it to execute a malicous OpenVPN configuration resulting in arbitrary code execution with the privileges of the service.,4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24504,contact@wpscan.com,https://wpscan.com/vulnerability/e0182508-23f4-4bdb-a1ef-1d1be38f3ad1,https://wpscan.com/vulnerability/e0182508-23f4-4bdb-a1ef-1d1be38f3ad1,MISC,,,,en,"The WP LMS â€“ Best WordPress LMS Plugin WordPress plugin through 1.1.2 does not properly sanitise or validate its User Field Titles, allowing XSS payload to be used in them. Furthermore, no CSRF and capability checks were in place, allowing such attack to be performed either via CSRF or as any user (including unauthenticated)",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24503,contact@wpscan.com,https://wpscan.com/vulnerability/18ab1570-2b4a-48a4-86e6-c1d368563691,https://wpscan.com/vulnerability/18ab1570-2b4a-48a4-86e6-c1d368563691,MISC,,,,en,"The Popular Brand Icons â€“ Simple Icons WordPress plugin before 2.7.8 does not sanitise or validate some of its shortcode parameters, such as ""color"", ""size"" or ""class"", allowing users with a role as low as Contributor to set Cross-Site payload in them. A post made by a contributor would still have to be approved by an admin to have the XSS triggered in the frontend, however, higher privilege users, such as editor could exploit this without the need of approval, and even when the blog disallows the unfiltered_html capability.",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24498,contact@wpscan.com,https://wpscan.com/vulnerability/3c5a5187-42b3-4f88-9b0e-4fdfa1c39e86,https://wpscan.com/vulnerability/3c5a5187-42b3-4f88-9b0e-4fdfa1c39e86,MISC,,,,en,"The Calendar Event Multi View WordPress plugin before 1.4.01 does not sanitise or escape the 'start' and 'end' GET parameters before outputting them in the page (via php/edit.php), leading to a reflected Cross-Site Scripting issue.",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24496,contact@wpscan.com,https://wpscan.com/vulnerability/5fd1cb7f-a036-4c5b-9557-0ffd4ef6b834,https://wpscan.com/vulnerability/5fd1cb7f-a036-4c5b-9557-0ffd4ef6b834,MISC,,,,en,"The Community Events WordPress plugin before 1.4.8 does not sanitise, validate or escape its importrowscount and successimportcount GET parameters before outputting them back in an admin page, leading to a reflected Cross-Site Scripting issue which will be executed in the context of a logged in administrator",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24492,contact@wpscan.com,https://wpscan.com/vulnerability/42760007-0e59-4d45-8d64-86bc0b8dacea,https://wpscan.com/vulnerability/42760007-0e59-4d45-8d64-86bc0b8dacea,MISC,https://codevigilant.com/disclosure/2021/wp-plugin-handsome-testimonials/,https://codevigilant.com/disclosure/2021/wp-plugin-handsome-testimonials/,MISC,en,"The hndtst_action_instance_callback AJAX call of the Handsome Testimonials & Reviews WordPress plugin before 2.1.1, available to any authenticated users, does not sanitise, validate or escape the hndtst_previewShortcodeInstanceId POST parameter before using it in a SQL statement, leading to an SQL Injection issue.",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24488,contact@wpscan.com,https://wpscan.com/vulnerability/1fc0aace-ba85-4939-9007-d150960add4a,https://wpscan.com/vulnerability/1fc0aace-ba85-4939-9007-d150960add4a,MISC,,,,en,"The slider import search feature and tab parameter of the Post Grid WordPress plugin before 2.1.8 settings are not properly sanitised before being output back in the pages, leading to Reflected Cross-Site Scripting issues",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24484,contact@wpscan.com,https://wpscan.com/vulnerability/9ce0153d-4a8b-4215-b6b6-15ca68c4f52c,https://wpscan.com/vulnerability/9ce0153d-4a8b-4215-b6b6-15ca68c4f52c,MISC,,,,en,"The get_reports() function in the Secure Copy Content Protection and Content Locking WordPress plugin before 2.6.7 did not use whitelist or validate the orderby parameter before using it in SQL statements passed to the get_results() DB calls, leading to SQL injection issues in the admin dashboard",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24483,contact@wpscan.com,https://wpscan.com/vulnerability/0dc931c6-1fce-4d70-a658-a4bbab10dab3,https://wpscan.com/vulnerability/0dc931c6-1fce-4d70-a658-a4bbab10dab3,MISC,,,,en,"The get_poll_categories(), get_polls() and get_reports() functions in the Poll Maker WordPress plugin before 3.2.1 did not use whitelist or validate the orderby parameter before using it in SQL statements passed to the get_results() DB calls, leading to SQL injection issues in the admin dashboard",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24481,contact@wpscan.com,https://wpscan.com/vulnerability/a4c352de-9815-4dfe-ac51-65b5bfb37438,https://wpscan.com/vulnerability/a4c352de-9815-4dfe-ac51-65b5bfb37438,MISC,,,,en,"The Any Hostname WordPress plugin through 1.0.6 does not sanitise or escape its ""Allowed hosts"" setting, leading to an authenticated stored XSS issue as high privilege users are able to set XSS payloads in it",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-24480,contact@wpscan.com,https://wpscan.com/vulnerability/243d417a-6fb9-4e17-9e12-a8c605f9af8a,https://wpscan.com/vulnerability/243d417a-6fb9-4e17-9e12-a8c605f9af8a,MISC,,,,en,"The Event Geek WordPress plugin through 2.5.2 does not sanitise or escape its ""Use your own "" setting before outputting it in the page, leading to an authenticated (admin+) stored Cross-Site Scripting issue",4.0,2021-08-02T11:15Z,2021-08-02T12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
